Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
64451346,03/24/2025 10:21:56 AM,03/25/2025 08:27:34 PM,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11210,4202 AVENUE J,AVENUE J,,,,,ADDRESS,BROOKLYN,,,Closed,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,03/25/2025 12:00:00 AM,18 BROOKLYN,3077900029,BROOKLYN,1002183,167969,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.62769447595695,-73.93539555767445,"(40.62769447595695, -73.93539555767445)"
64452398,03/24/2025 10:20:00 AM,03/26/2025 10:56:00 AM,DEP,Department of Environmental Protection,Noise,Noise: air condition/ventilation equipment (NV1),,10016,41 PARK AVENUE,PARK AVENUE,E 36 ST,E 37 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,03/26/2025 10:56:00 AM,06 MANHATTAN,1008920001,MANHATTAN,989723,211999,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.74856315385953,-73.98024749949877,"(40.74856315385953, -73.98024749949877)"
64450406,03/24/2025 10:17:25 AM,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10016,400 EAST   35 STREET,EAST   35 STREET,1 AVENUE,FRANKLIN D ROOSEVELT DRIVE,1 AVENUE,FRANKLIN D ROOSEVELT DRIVE,ADDRESS,NEW YORK,EAST   35 STREET,,In Progress,,"The Taxi and Limousine Commission has issued a notice to the driver, asking the driver to plead guilty to an appropriate charge. If a hearing is needed, you will be notified by mail or email of your hearing date.",03/28/2025 11:24:29 AM,06 MANHATTAN,1009660001,MANHATTAN,991778,210468,ONLINE,Unspecified,MANHATTAN,,,"400 EAST   35 STREET, MANHATTAN (NEW YORK), NY, 10016",,,,,40.74435943257654,-73.97283255206597,"(40.74435943257654, -73.97283255206597)"
64446946,03/24/2025 10:15:38 AM,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10016,339 EAST   38 STREET,EAST   38 STREET,QUEENS MIDTOWN TUNNEL APPROACH,1 AVENUE,QUEENS MIDTOWN TUNNEL APPROACH,1 AVENUE,ADDRESS,NEW YORK,EAST   38 STREET,,In Progress,,"The Taxi and Limousine Commission has issued a notice to the driver, asking the driver to plead guilty to an appropriate charge. If a hearing is needed, you will be notified by mail or email of your hearing date.",03/28/2025 11:23:34 AM,06 MANHATTAN,1009447502,MANHATTAN,991828,211329,ONLINE,Unspecified,MANHATTAN,,,"339 EAST   38 STREET, MANHATTAN (NEW YORK), NY, 10016",,,,,40.74672261901408,-73.97265113930015,"(40.74672261901408, -73.97265113930015)"
64452987,03/24/2025 10:14:25 AM,,DHS,Department of Homeless Services,Homeless Person Assistance,,Residential Building/House,10025,507 WEST  111 STREET,WEST  111 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  111 STREET,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,03/24/2025 11:35:48 AM,09 MANHATTAN,1018830025,MANHATTAN,994204,232168,PHONE,Unspecified,MANHATTAN,,,,,,,,40.80391784007524,-73.96404533117732,"(40.80391784007524, -73.96404533117732)"
64454978,03/24/2025 10:12:31 AM,03/26/2025 01:38:52 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10025,965 AMSTERDAM AVENUE,AMSTERDAM AVENUE,,,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",03/26/2025 12:00:00 AM,07 MANHATTAN,1018620003,MANHATTAN,993922,231214,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.801299685060705,-73.96506531259325,"(40.801299685060705, -73.96506531259325)"
64451375,03/24/2025 10:09:02 AM,03/24/2025 04:10:42 PM,HPD,Department of Housing Preservation and Development,SAFETY,FIRE ESCAPE,RESIDENTIAL BUILDING,11210,723 EAST   27 STREET,EAST   27 STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,HPD conducted an inspection of this complaint. The conditions observed by the inspector did not violate the housing laws enforced by HPD. The complaint has been closed.,03/24/2025 12:00:00 AM,14 BROOKLYN,3075550031,BROOKLYN,997860,169927,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.633076468003175,-73.95096540810518,"(40.633076468003175, -73.95096540810518)"
64447278,03/24/2025 09:58:26 AM,03/24/2025 11:32:08 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10027,94 OLD BROADWAY,OLD BROADWAY,WEST  131 STREET,WEST  133 STREET,WEST  131 STREET,WEST  133 STREET,ADDRESS,NEW YORK,OLD BROADWAY,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/24/2025 11:32:11 AM,09 MANHATTAN,1019860065,MANHATTAN,996596,237354,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.81814894837726,-73.9553956928552,"(40.81814894837726, -73.9553956928552)"
64453884,03/24/2025 09:52:35 AM,03/25/2025 08:55:41 AM,TLC,Taxi and Limousine Commission,Lost Property,Bag/Wallet,Taxi,10016,EAST   28 STREET,EAST   28 STREET,EAST   28 STREET,MADISON AVENUE,EAST   28 STREET,MADISON AVENUE,INTERSECTION,,,,Closed,,See notes for information.,03/25/2025 08:55:43 AM,05 MANHATTAN,,MANHATTAN,988214,210339,PHONE,Unspecified,MANHATTAN,,,"EAST   28 STREET AND MADISON AVENUE, MANHATTAN, NY, 10016",,,,,40.74400767555111,-73.98569458106098,"(40.74400767555111, -73.98569458106098)"
64446944,03/24/2025 09:51:35 AM,03/28/2025 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11210,2103 GLENWOOD ROAD,GLENWOOD ROAD,,,,,ADDRESS,BROOKLYN,,,Assigned,,The Department of Buildings attempted to investigate this complaint but could not gain access to the location. Please schedule an appointment for a follow up inspection by contacting the appropriate unit at Department of Buildings. You can find contact information at https://www1.nyc.gov/site/buildings/dob/contact-us.page,03/28/2025 12:00:00 AM,14 BROOKLYN,3052420008,BROOKLYN,996317,169912,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.633037532554766,-73.95652460921615,"(40.633037532554766, -73.95652460921615)"
64451061,03/24/2025 09:41:40 AM,03/24/2025 10:36:47 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10016,9 EAST   40 STREET,EAST   40 STREET,5 AVENUE,MADISON AVENUE,5 AVENUE,MADISON AVENUE,ADDRESS,NEW YORK,EAST   40 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/24/2025 10:36:50 AM,05 MANHATTAN,1012750008,MANHATTAN,989478,213220,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.751914638824715,-73.98113077508432,"(40.751914638824715, -73.98113077508432)"
64454644,03/24/2025 09:40:43 AM,03/24/2025 10:38:27 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10016,3 EAST   40 STREET,EAST   40 STREET,5 AVENUE,MADISON AVENUE,5 AVENUE,MADISON AVENUE,ADDRESS,NEW YORK,EAST   40 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/24/2025 10:38:35 AM,05 MANHATTAN,1012750006,MANHATTAN,989385,213272,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.752057420156646,-73.98146639678757,"(40.752057420156646, -73.98146639678757)"
64451775,03/24/2025 09:39:28 AM,03/24/2025 09:58:59 AM,DSNY,Department of Sanitation,Vendor Enforcement,Non-Food Vendor,Street,10016,372 EAST   34 STREET,EAST   34 STREET,QUEENS MIDTOWN TUNNEL APPROACH,1 AVENUE,QUEENS MIDTOWN TUNNEL APPROACH,1 AVENUE,ADDRESS,NEW YORK,EAST   34 STREET,,Closed,,N/A,03/24/2025 09:59:02 AM,06 MANHATTAN,,MANHATTAN,991417,210351,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.74403859678224,-73.97413547271572,"(40.74403859678224, -73.97413547271572)"
64453748,03/24/2025 09:38:10 AM,03/31/2025 12:26:57 PM,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11210,3000 AVENUE K,AVENUE K,,,,,ADDRESS,BROOKLYN,,,Closed,,"HPD inspected this condition so the complaint has been closed. Violations were issued. The law provides the property owner time to correct the condition(s).  Violation descriptions and the dates for the property owner to correct any violations are available at HPDONLINE.  If the owner has not corrected the condition by the date provided, you may wish to bring a case in housing court seeking the correction of these conditions.To find out more about how to start a housing court case, visit HPD's w",03/31/2025 12:00:00 AM,18 BROOKLYN,3076300041,BROOKLYN,999165,166764,PHONE,Unspecified,BROOKLYN,,,,,,,,40.62439259985681,-73.94627069862888,"(40.62439259985681, -73.94627069862888)"
64453495,03/24/2025 09:38:10 AM,03/28/2025 08:51:29 PM,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,11210,3000 AVENUE K,AVENUE K,,,,,ADDRESS,BROOKLYN,,,Closed,,"HPD inspected this condition so the complaint has been closed. Violations were issued. The law provides the property owner time to correct the condition(s).  Violation descriptions and the dates for the property owner to correct any violations are available at HPDONLINE.  If the owner has not corrected the condition by the date provided, you may wish to bring a case in housing court seeking the correction of these conditions.To find out more about how to start a housing court case, visit HPD's w",03/28/2025 12:00:00 AM,18 BROOKLYN,3076300041,BROOKLYN,999165,166764,PHONE,Unspecified,BROOKLYN,,,,,,,,40.62439259985681,-73.94627069862888,"(40.62439259985681, -73.94627069862888)"
64448990,03/24/2025 09:38:10 AM,03/28/2025 08:51:29 PM,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,11210,3000 AVENUE K,AVENUE K,,,,,ADDRESS,BROOKLYN,,,Closed,,"HPD inspected this condition so the complaint has been closed. Violations were issued. The law provides the property owner time to correct the condition(s).  Violation descriptions and the dates for the property owner to correct any violations are available at HPDONLINE.  If the owner has not corrected the condition by the date provided, you may wish to bring a case in housing court seeking the correction of these conditions.To find out more about how to start a housing court case, visit HPD's w",03/28/2025 12:00:00 AM,18 BROOKLYN,3076300041,BROOKLYN,999165,166764,PHONE,Unspecified,BROOKLYN,,,,,,,,40.62439259985681,-73.94627069862888,"(40.62439259985681, -73.94627069862888)"
64446574,03/24/2025 09:38:10 AM,03/28/2025 08:51:29 PM,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,11210,3000 AVENUE K,AVENUE K,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,03/28/2025 12:00:00 AM,18 BROOKLYN,3076300041,BROOKLYN,999165,166764,PHONE,Unspecified,BROOKLYN,,,,,,,,40.62439259985681,-73.94627069862888,"(40.62439259985681, -73.94627069862888)"
64448743,03/24/2025 09:38:10 AM,03/31/2025 12:26:57 PM,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11210,3000 AVENUE K,AVENUE K,,,,,ADDRESS,BROOKLYN,,,Closed,,"HPD inspected this condition so the complaint has been closed. Violations were issued. The law provides the property owner time to correct the condition(s).  Violation descriptions and the dates for the property owner to correct any violations are available at HPDONLINE.  If the owner has not corrected the condition by the date provided, you may wish to bring a case in housing court seeking the correction of these conditions.To find out more about how to start a housing court case, visit HPD's w",03/31/2025 12:00:00 AM,18 BROOKLYN,3076300041,BROOKLYN,999165,166764,PHONE,Unspecified,BROOKLYN,,,,,,,,40.62439259985681,-73.94627069862888,"(40.62439259985681, -73.94627069862888)"
64454830,03/24/2025 09:38:10 AM,03/28/2025 08:51:29 PM,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11210,3000 AVENUE K,AVENUE K,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,03/28/2025 12:00:00 AM,18 BROOKLYN,3076300041,BROOKLYN,999165,166764,PHONE,Unspecified,BROOKLYN,,,,,,,,40.62439259985681,-73.94627069862888,"(40.62439259985681, -73.94627069862888)"
64452558,03/24/2025 09:38:10 AM,03/28/2025 08:51:29 PM,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,11210,3000 AVENUE K,AVENUE K,,,,,ADDRESS,BROOKLYN,,,Closed,,HPD conducted an inspection of this complaint. The conditions observed by the inspector did not violate the housing laws enforced by HPD. The complaint has been closed.,03/28/2025 12:00:00 AM,18 BROOKLYN,3076300041,BROOKLYN,999165,166764,PHONE,Unspecified,BROOKLYN,,,,,,,,40.62439259985681,-73.94627069862888,"(40.62439259985681, -73.94627069862888)"
64447627,03/24/2025 09:38:10 AM,03/28/2025 08:51:29 PM,HPD,Department of Housing Preservation and Development,ELECTRIC,WIRING,RESIDENTIAL BUILDING,11210,3000 AVENUE K,AVENUE K,,,,,ADDRESS,BROOKLYN,,,Closed,,"HPD inspected this condition so the complaint has been closed. Violations were issued. The law provides the property owner time to correct the condition(s).  Violation descriptions and the dates for the property owner to correct any violations are available at HPDONLINE.  If the owner has not corrected the condition by the date provided, you may wish to bring a case in housing court seeking the correction of these conditions.To find out more about how to start a housing court case, visit HPD's w",03/28/2025 12:00:00 AM,18 BROOKLYN,3076300041,BROOKLYN,999165,166764,PHONE,Unspecified,BROOKLYN,,,,,,,,40.62439259985681,-73.94627069862888,"(40.62439259985681, -73.94627069862888)"
64452575,03/24/2025 09:35:23 AM,,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10027,1423 AMSTERDAM AVENUE,AMSTERDAM AVENUE,,,,,ADDRESS,NEW YORK,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,03/24/2025 12:00:00 AM,09 MANHATTAN,1019700002,MANHATTAN,996854,236510,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.81583204114581,-73.95446516150811,"(40.81583204114581, -73.95446516150811)"
64453528,03/24/2025 09:31:16 AM,03/24/2025 03:42:25 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10027,1423 AMSTERDAM AVENUE,AMSTERDAM AVENUE,,,,,ADDRESS,NEW YORK,,,Closed,,HPD responded to a complaint of no heat or hot water in the building. An occupant of the building confirmed heat and hot water had been restored when the Inspector attempted to conduct the inspection or contacted you at the phone number associated with the complaint. The complaint has been closed. Please submit a new service request with 311 if the condition still exists.,03/24/2025 12:00:00 AM,09 MANHATTAN,1019700002,MANHATTAN,996854,236510,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.81583204114581,-73.95446516150811,"(40.81583204114581, -73.95446516150811)"
64446972,03/24/2025 09:30:55 AM,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10025,RIVERSIDE DRIVE,RIVERSIDE DRIVE,RIVERSIDE DRIVE,WEST   96 STREET,RIVERSIDE DRIVE,WEST 96 STREET,INTERSECTION,MANHATTAN,,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",03/24/2025 10:18:51 AM,07 MANHATTAN,,MANHATTAN,991168,229289,PHONE,Unspecified,MANHATTAN,,,,,,,,40.79601867019603,-73.97501457897238,"(40.79601867019603, -73.97501457897238)"
64453673,03/24/2025 09:30:06 AM,03/24/2025 10:40:20 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10016,14 EAST   40 STREET,EAST   40 STREET,5 AVENUE,MADISON AVENUE,5 AVENUE,MADISON AVENUE,ADDRESS,NEW YORK,EAST   40 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/24/2025 10:40:26 AM,05 MANHATTAN,1008690066,MANHATTAN,989558,213169,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.75177460907218,-73.98084207434229,"(40.75177460907218, -73.98084207434229)"
64453319,03/24/2025 09:27:39 AM,03/24/2025 10:16:15 AM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11210,1025 EAST   38 STREET,EAST   38 STREET,DEAD END,AVENUE I,DEAD END,AVENUE I,ADDRESS,BROOKLYN,EAST   38 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/24/2025 10:16:19 AM,18 BROOKLYN,3077420011,BROOKLYN,1001003,168907,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.630271397766165,-73.93964423125963,"(40.630271397766165, -73.93964423125963)"
64450666,03/24/2025 09:26:00 AM,03/25/2025 10:18:00 AM,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10027,106 CONVENT AVENUE,CONVENT AVENUE,BEND,W 133 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,03/25/2025 10:18:00 AM,09 MANHATTAN,1019700058,MANHATTAN,997390,236894,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.81688523235436,-73.95252798722301,"(40.81688523235436, -73.95252798722301)"
64451246,03/24/2025 09:10:21 AM,03/25/2025 04:26:57 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10027,503 WEST  133 STREET,WEST  133 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a",03/25/2025 12:00:00 AM,09 MANHATTAN,1019870024,MANHATTAN,997055,237240,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.81783539703247,-73.95373761025542,"(40.81783539703247, -73.95373761025542)"
64446858,03/24/2025 09:07:07 AM,03/24/2025 09:07:07 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,10025,701 AMSTERDAM AVENUE,AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST 94 STREET,AMSTERDAM AVENUE,WEST   94 STREET,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,04/01/2025 12:42:00 PM,07 MANHATTAN,1012250001,MANHATTAN,992206,228116,PHONE,Unspecified,MANHATTAN,,,,,,,,40.792798229225255,-73.97126707218567,"(40.792798229225255, -73.97126707218567)"
64454254,03/24/2025 09:04:05 AM,03/27/2025 01:15:37 PM,DSNY,Department of Sanitation,Residential Disposal Complaint,Trash or Recycling Not Secure,Sidewalk,10025,COLUMBUS AVENUE,COLUMBUS AVENUE,COLUMBUS AVENUE,WEST   94 STREET,COLUMBUS AVENUE,WEST   94 STREET,INTERSECTION,,,,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,03/27/2025 01:15:39 PM,07 MANHATTAN,,MANHATTAN,992979,227665,PHONE,Unspecified,MANHATTAN,,,,,,,,40.7915596261848,-73.96847598521794,"(40.7915596261848, -73.96847598521794)"
64447762,03/24/2025 08:52:18 AM,03/25/2025 08:00:04 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10025,218 WEST  104 STREET,WEST  104 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a",03/25/2025 12:00:00 AM,07 MANHATTAN,1018750041,MANHATTAN,993278,230533,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.79943120771864,-73.96739231760297,"(40.79943120771864, -73.96739231760297)"
64452623,03/24/2025 08:31:35 AM,03/24/2025 09:47:41 AM,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11210,2600 NOSTRAND AVENUE,NOSTRAND AVENUE,AVENUE L,AVENUE M,AVENUE L,AVENUE M,ADDRESS,BROOKLYN,NOSTRAND AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/24/2025 09:47:44 AM,14 BROOKLYN,3076470060,BROOKLYN,999293,165565,MOBILE,Unspecified,BROOKLYN,Car,,,,,,,40.621101379602536,-73.94581226767532,"(40.621101379602536, -73.94581226767532)"
64449314,03/24/2025 08:26:31 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10025,230 WEST  108 STREET,WEST  108 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  108 STREET,,In Progress,,,,07 MANHATTAN,1018790051,MANHATTAN,993694,231545,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.80220843599054,-73.96588836935149,"(40.80220843599054, -73.96588836935149)"
64446947,03/24/2025 08:25:04 AM,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10016,30 EAST   29 STREET,EAST   29 STREET,MADISON AVENUE,PARK AVENUE SOUTH,MADISON AVENUE,PARK AVENUE SOUTH,ADDRESS,NEW YORK,EAST   29 STREET,,In Progress,,,,05 MANHATTAN,1008587504,MANHATTAN,988427,210513,ONLINE,Unspecified,MANHATTAN,,,"30 EAST   29 STREET, MANHATTAN (NEW YORK), NY, 10016",,,,,40.74448516399143,-73.98492579132318,"(40.74448516399143, -73.98492579132318)"
64454172,03/24/2025 08:24:45 AM,03/24/2025 12:43:05 PM,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10025,216 WEST  108 STREET,WEST  108 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  108 STREET,,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,03/24/2025 12:43:07 PM,07 MANHATTAN,1018790043,MANHATTAN,993801,231485,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.8020436374289,-73.96550197184385,"(40.8020436374289, -73.96550197184385)"
64454166,03/24/2025 08:10:39 AM,03/24/2025 10:51:25 AM,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10016,401 5 AVENUE,5 AVENUE,EAST   36 STREET,EAST   37 STREET,EAST   36 STREET,EAST   37 STREET,ADDRESS,NEW YORK,5 AVENUE,,Closed,,The Police Department visited the location and no Encampment was found.,03/24/2025 10:51:29 AM,05 MANHATTAN,1008660076,MANHATTAN,988861,212549,PHONE,Unspecified,MANHATTAN,,,,,,,,40.750073256698414,-73.9833581501564,"(40.750073256698414, -73.9833581501564)"
64451548,03/24/2025 07:47:51 AM,,DOT,Department of Transportation,Street Condition,Cave-in,Street,11210,AVENUE I,AVENUE I,EAST   24 STREET,BEDFORD AVENUE,EAST   24 STREET,BEDFORD AVENUE,BLOCKFACE,,,,In Progress,,The Department of Transportation will inspect the condition and will determine the next action.,03/25/2025 02:15:04 PM,Unspecified BROOKLYN,,BROOKLYN,,,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,,,
64449434,03/24/2025 07:47:02 AM,03/25/2025 12:00:00 AM,DOB,Department of Buildings,Boilers,Boiler - Defective/Inoperative/No Permit,,10027,273 WEST  131 STREET,WEST  131 STREET,,,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,03/25/2025 12:00:00 AM,10 MANHATTAN,1019370001,MANHATTAN,998599,235785,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.81383945716318,-73.94816250046755,"(40.81383945716318, -73.94816250046755)"
64452598,03/24/2025 07:44:36 AM,03/25/2025 11:13:04 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11210,3401 FOSTER AVENUE,FOSTER AVENUE,,,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",03/25/2025 12:00:00 AM,17 BROOKLYN,3049670040,BROOKLYN,999711,172035,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.63885944080095,-73.94429173121615,"(40.63885944080095, -73.94429173121615)"
64454284,03/24/2025 07:42:34 AM,03/24/2025 08:43:11 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11210,796 EAST   37 STREET,EAST   37 STREET,FOSTER AVENUE,FARRAGUT ROAD,FOSTER AVENUE,FARRAGUT ROAD,ADDRESS,BROOKLYN,EAST   37 STREET,,Closed,,The Police Department issued a summons in response to the complaint.,03/24/2025 08:43:14 AM,17 BROOKLYN,3050000046,BROOKLYN,1000516,171579,PHONE,Unspecified,BROOKLYN,,,,,,,,40.63760637667492,-73.94139229733483,"(40.63760637667492, -73.94139229733483)"
64453896,03/24/2025 07:25:48 AM,03/25/2025 04:26:57 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10027,503 WEST  133 STREET,WEST  133 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a",03/25/2025 12:00:00 AM,09 MANHATTAN,1019870024,MANHATTAN,997055,237240,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.81783539703247,-73.95373761025542,"(40.81783539703247, -73.95373761025542)"
